Railroad Code,Railroad Name,Report Year,Incident Number,Incident Year,Incident Month,Other Railroad Code,Other Railroad Name,Other Incident Number,Other Incident Year,Other Incident Month,Maintenance Incident Railroad Code,Maintenance Railroad Name,Maintainance Incident Number,Maintenance Incident Year,Maintenance Incident Month,Grade Crossing ID,Date,Time,Month,Day,Hour,Minute,AM/PM,Nearest Station,Division,Subdivision,County Code,County Name,State Code,State Name,City Name,Highway Name,Public/Private Code,Public/Private,Highway User Code,Highway User,Estimated Vehicle Speed,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Equipment Involved Code,Equipment Involved,Railroad Car Unit Position,Equipment Struck Code,Equipment Struck,Hazmat Involvement Code,Hazmat Involvement,Hazmat Released by Code,Hazmat Released by,Hazmat Released Name,Hazmat Released Quantity,Hazmat Released Measure,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Equipment Type Code,Equipment Type,Track Type Code,Track Type,Track Name,Track Class,Number of Locomotive Units,Number of Cars,Train Speed,Estimated/Recorded Speed,Train Direction Code,Train Direction,Crossing Warning Expanded Code 1,Crossing Warning Expanded Code 2,Crossing Warning Expanded Code 3,Crossing Warning Expanded Code 4,Crossing Warning Expanded Code 5,Crossing Warning Expanded Code 6,Crossing Warning Expanded Code 7,Crossing Warning Expanded Code 8,Crossing Warning Expanded Code 9,Crossing Warning Expanded Code 10,Crossing Warning Expanded Code 11,Crossing Warning Expanded Code 12,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Crossing Warning Expanded 8,Crossing Warning Expanded 9,Crossing Warning Expanded 10,Crossing Warning Expanded 11,Crossing Warning Expanded 12,Signaled Crossing Warning Code,Signaled Crossing Warning,Crossing Warning Explanation Code,Crossing Warning Explanation,Roadway Condition Code,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,Warning Connected To Signal,Crossing Illuminated,User Age,User Gender,User Struck By Second Train,Highway User Action Code,Highway User Action,Driver Passed Vehicle,View Obstruction Code,View Obstruction,Driver Condition Code,Driver Condition,Driver In Vehicle,Crossing Users Killed For Reporting Railroad,Crossing Users Injured For Reporting Railroad,Vehicle Damage Cost,Number Vehicle Occupants,Employees Killed For Reporting Railroad,Employees Injured For Reporting Railroad,Number People On Train,Form 54 Filed,Passengers Killed For Reporting Railroad,Passengers Injured For Reporting Railroad,Video Taken,Video Used,Special Study 1,Special Study 2,Narrative,Total Killed Form 57,Total Injured Form 57,Railroad Type,Joint Code,Total Killed Form 55A,Total Injured Form 55A,District,Whistle Ban Code,Whistle Ban,Report Key
ATK,Amtrak (National Railroad Passenger Corporation),2007,104958,07,07,,,,,,UP,Union Pacific Railroad Company,XXX,07,07,834453W,07/16/2007,2:30 AM,07,16,02,30,AM,SALT LAKE CITY,PAC,,035,SALT LAKE,49,UTAH,SALT LAKE CITY,CITY   ; 840 W. 30 S,Y,Public,D,Pick-up truck,25,1,North,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,86,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,1,2,9,12,R,3,East,,,,,,,,,,,,8,,,,,,,,,,,,Stop signs,,,,,,,2,Side of vehicle approach,No,Yes,,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,10000,1,0,0,125,No,0,0,,,,,"TRAIN NO.#6 OPERATING WITH LOCOMOTIVES E/202-E/53 AND 9 CARS STRUCK A PICK-UP TRUCK, AT MP782.20, 840 W. 30 S. CROSSING.",0,0,1L,1,0,0,7,1,Yes,ATK104958200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,104974,07,07,,,,,,CSX,CSX Transportation,XXX,07,07,624298P,07/16/2007,3:18 PM,07,16,03,18,PM,LAKELAND,SOU,,105,POLK,12,FLORIDA,LAKELAND,WABASH   AVE,Y,Public,A,Auto,5,1,North,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,95,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN,4,2,9,74,R,1,North,1,,,,,,,,,,,2,Gates,,,,,,,,,,,Cantilever FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,No,20,Female,No,1,Went around the gate,Yes,8,Not obstructed,1,Killed,Yes,4,0,8500,4,0,2,95,Yes,0,0,,,,,"TRAIN 92 WITH ENGINES 63 AND 23 AND 9 CARS STRUCK A VEHICLE THAT DROVE AROUND THE LOWERED GATES AT WABASH AVENUE CROSSING, RESULTING IN 4 FATALITIES IN THE VEHICLE.",4,2,1L,1,4,2,3,2,No,ATK104974200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,104975,07,07,,,,,,CSX,CSX Transportation,XXX,07,07,624310U,07/17/2007,3:15 PM,07,17,03,15,PM,LAKELAND,SOU,,057,HILLSBOROUGH,12,FLORIDA,,GANDY GLASS CO,N,Private,B,Truck,5,4,West,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,95,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,2,9,67,R,2,South,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,Unknown,34,Male,No,3,Did not stop,No,8,Not obstructed,1,Killed,Yes,1,0,25000,1,0,7,144,Yes,0,26,,,,,TRAIN NO.#92 OPERATING WITH LOCOMOTIVES E/191-E/91 AND 9 CARS STRUCK A FLAT BED TRUCK  HAULING AN INDUSTRIAL WASTE BIN.   BOTH LOCOMOTIVES AND THE 9  CARS TO DERAIL.,1,33,1L,1,1,33,3,2,No,ATK104975200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,104979,07,07,,,,,,UP,Union Pacific Railroad Company,XXX,07,07,749747A,07/17/2007,10:02 AM,07,17,10,02,AM,HAYWARD,PAC,,001,ALAMEDA,06,CALIFORNIA,SAN LORENZO,CITY   ; LEWELLING B,Y,Public,K,Pedestrian,0,1,North,2,Stopped on crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,75,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,1,4,79,E,1,North,1,6,,,,,,,,,,7,Gates,Audible,,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,Unknown,51,Female,,,,,8,Not obstructed,,,,1,0,0,1,0,0,17,No,0,0,,,,,"TRAIN NO.#528 OPERATING WITH CAB CAR 8305 IN THE LEAD, 3 CARS AND LOCOMOTIVE E/2002 IN THE REAR,  STRUCK A PEDESTRIAN AT MP18.10, LEWELLING BLVD CROSSING.",1,0,1L,1,1,0,7,3,Not Provided,ATK104979200707
NS,Norfolk Southern Railway Company,2009,035924,09,03,,,,,,NS,Norfolk Southern Railway Company,035924,09,03,727796K,03/23/2009,10:25 AM,03,23,10,25,AM,BESSEBER,ALABAMA,,073,JEFFERSON,01,ALABAMA,,PRIVATE,N,Private,C,Truck-trailer,5,4,West,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,67,2,Day,1,Clear,1,Freight Train,1,Main,SINGLE MAIN TRACK,4,3,11,25,E,1,North,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,45,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,15000,1,0,0,2,No,0,0,,,,,TRACTOR TRAILER MOVING WESTBOUND FAILED TO YIELD RIGHT OF WAY TO TRAIN 384A322 NORTHBOUND WHICH STRUCK VEHICLE IN LEFT FRONT PORTION OF TRACTOR.,0,0,1L,1,0,0,3,2,No,NS035924200903
NS,Norfolk Southern Railway Company,2009,035931,09,03,,,,,,NS,Norfolk Southern Railway Company,035931,09,03,517133Y,03/24/2009,11:55 AM,03,24,11,55,AM,SATTES,POCAHONTAS,,039,KANAWHA,54,WEST VIRGINIA,NITRO,PRIVATE,N,Private,D,Pick-up truck,5,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,60,2,Day,1,Clear,1,Freight Train,1,Main,SINGLE MAIN TRACK,3,2,24,13,E,1,North,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,,,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,500,1,0,0,3,No,0,0,,,,,381 STRUCK A MID NINTIES CHEV TRUCK - DRIVER LEFT SCENE.,0,0,1L,1,0,0,2,2,No,NS035931200903
UP,Union Pacific Railroad Company,2011,1211LA016,11,12,,,,,,UP,Union Pacific Railroad Company,1211LA016,11,12,760558C,12/21/2011,8:18 AM,12,21,08,18,AM,WATTS,,EL SEGUNDO IND LEAD,037,LOS ANGELES,06,CALIFORNIA,LOS ANGELES,SLATER STREET,Y,Public,A,Auto,30,1,North,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,63,2,Day,1,Clear,1,Freight Train,4,Industry,INDUSTRIAL LEAD,2,3,41,11,R,4,West,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,A,Dry,1,Both sides,,No,40,Male,No,3,Did not stop,No,8,Not obstructed,2,Injured,Yes,0,1,4500,1,0,0,3,No,0,0,Yes,No,,,HIGHWAY USER'S ACTIONS: DID NOT STOP.,0,1,1,1,0,1,7,,,UP1211LA016201112
UP,Union Pacific Railroad Company,2013,1213RS016,13,12,,,,,,UP,Union Pacific Railroad Company,1213RS016,13,12,924454C,12/30/2013,12:45 AM,12,30,12,45,AM,ROSEVILLE,,MARTINEZ SUB,061,PLACER,06,CALIFORNIA,ROSEVILLE,UP YARD CROSSING,N,Private,J,Other motor vehicle,3,3,East,3,Moving over crossing,6,Light loco(s) (moving),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,47,4,Dark,2,Cloudy,8,Light loco(s),2,Yard,TRACK 115,1,2,0,7,R,3,East,,,,,,,,,,,,8,,,,,,,,,,,,Stop signs,,,,,A,Dry,1,Both sides,,No,50,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,1000,4,0,0,0,No,0,0,Yes,Yes,,,HIGHWAY USER'S ACTIONS: DID NOT STOP.  THIS WAS AN RCL MOVE AND THE CREW WAS ON THE GROUND (NOT ON TRAIN) AT TIME OF IMPACT.,0,0,1,1,0,0,7,,,UP1213RS016201312
ATK,Amtrak (National Railroad Passenger Corporation),2007,105037,07,07,,,,,,CSX,CSX Transportation,XXX,07,07,154220W,07/20/2007,2:04 AM,07,20,02,04,AM,CONNERSVILLE,CEN,,139,RUSH,18,INDIANA,,CR #329; CR #800E,Y,Public,D,Pick-up truck,25,4,West,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,4,Neither,,,,77,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,3,1,5,40,R,4,West,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,Unknown,Unknown,27,Male,No,3,Did not stop,Unknown,8,Not obstructed,3,Uninjured,Yes,0,0,15000,1,0,0,148,No,0,0,,,,,"TRAIN NO.#50 OPERATING WITH LOCOMOTIVE E/97 AND 5 CARS WAS STRUCK BY A PICK-UP TRUCK AT MP95.34, CR#800E CROSSING.",0,0,1L,1,0,0,4,2,No,ATK105037200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,105043,07,07,,,,,,BNSF,BNSF Railway Company,XXX,07,07,028386G,07/19/2007,1:55 PM,07,19,01,55,PM,WASCO,SWD,,029,KERN,06,CALIFORNIA,,LOS ANGELES AVE,Y,Public,B,Truck,0,4,West,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,97,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN,5,1,4,64,R,4,West,1,3,6,,,,,,,,,8,Gates,Standard FLS,Audible,,,,,,,,,Stop signs,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,39,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,Yes,0,0,30000,1,0,2,162,Yes,0,8,,,,,"TRAIN NO.#715 STRUCK A WATER TANKER TRUCK/TRAILER AT MP904.4, BEECH ST CROSSING, CAUSING THE LOCOMOTIVE UNIT E/2012 AND THE 4 CARS TO DERAIL IN THE UPRIGHT POSITION.",0,10,1L,1,0,10,7,2,No,ATK105043200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,105111,07,07,,,,,,UP,Union Pacific Railroad Company,XXX,07,07,743691M,07/25/2007,11:32 PM,07,25,11,32,PM,HOUSTON,SWD,,157,FORT BEND,48,TEXAS,STAFFORD,ST 0000; STAFFORD BE,Y,Public,A,Auto,25,1,North,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,75,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,2,9,62,R,4,West,1,3,,,,,,,,,,7,Gates,Standard FLS,,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,No,26,Male,No,1,Went around the gate,No,8,Not obstructed,3,Uninjured,Yes,0,0,5000,1,0,0,124,No,0,0,,,,,"TRAIN NO.#1 OPERATING WITH LOCOMOTIVES E/163-E/71 AND 9 CARS STRUCK A VEHICLE AT MP19.70, A CROSSINGACCIDENT.",0,0,1L,1,0,0,5,2,No,ATK105111200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,105171,07,07,,,,,,UP,Union Pacific Railroad Company,XXX,07,07,752173R,07/30/2007,6:55 PM,07,30,06,55,PM,SALINAS,PAC,,053,MONTEREY,06,CALIFORNIA,,PRIVATE,N,Private,C,Truck-trailer,5,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,60,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,MAIN 1,4,2,12,70,R,1,North,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,30000,1,0,0,306,No,0,0,,,,,"TRAIN NO.#14 OPERATING WITH LOCOMOTIVES E/121-E/115 AND 12 CARS STRUCK THE TRAILER PORTION OF A PRODUCE TRUCK AT MP124.92, A PRIVATE RD CROSSING.",0,0,1L,1,0,0,7,2,No,ATK105171200707
ATK,Amtrak (National Railroad Passenger Corporation),2007,105179,07,08,,,,,,UP,Union Pacific Railroad Company,XXX,07,08,752160P,08/02/2007,7:10 PM,08,02,07,10,PM,SALINAS,PAC,,053,MONTEREY,06,CALIFORNIA,,PRIVATE CROSSING,N,Private,A,Auto,0,3,East,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,60,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN,4,2,14,70,R,2,South,,,,,,,,,,,,8,,,,,,,,,,,,Stop signs,,,,,,,1,Both sides,No,No,50,Female,No,4,Stopped on crossing,No,8,Not obstructed,1,Killed,Yes,1,0,1500,1,0,0,275,No,0,0,,,,,"TRAIN NO.#14 OPERATING WITH LOCOMOTIVES E/115-E/54 AND 14 CARS STRUCK AN AUTOMOBILE AT MP136.25, A PRIVATE FARM CROSSING.",1,0,1L,1,1,0,7,2,No,ATK105179200708
WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",2008,0806261,08,06,,,,,,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",0806261,08,06,386824S,06/26/2008,6:40 AM,06,26,06,40,AM,N MILWAUKEE,NORTHERN,,079,MILWAUKEE,55,WISCONSIN,MILWAUKEE,PRIVATE,N,Private,C,Truck-trailer,1,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,80,2,Day,1,Clear,7,Yard/switching,4,Industry,LAKESIDE,1,2,1,5,E,2,South,,,,,,,,,,,,12,,,,,,,,,,,,None,,,,,,,,,No,No,,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,300,1,0,0,2,No,0,0,,,,,TRAIN PULLED OUT FROM INDUSTRY WITH ONE CAR.  TRUCK IN ADJACENT BAY PULLED OUT AND CROSSED IN FRONTOF TRAIN.  NO INFORMATION AVAILABLE ON DRIVER.  THERE WAS VERY MINOR DAMAGE TO THE TRAILER AND NO DAMAGE TO THE PLOW OF LOCOMOTIVE. NO POLICE REPORT WAS DONE.,0,0,3L,1,0,0,4,2,No,WSOR0806261200806
WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",2008,0807091,08,07,,,,,,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",0807091,08,07,387049E,07/09/2008,9:47 PM,07,09,09,47,PM,HORICON,NORTHERN,,027,DODGE,55,WISCONSIN,HORICON,HWY 33,Y,Public,A,Auto,20,3,East,3,Moving over crossing,2,Train (units pushing),1,2,Rail equipment struck by highway user,4,Neither,4,Neither,,,,72,4,Dark,1,Clear,1,Freight Train,2,Yard,MILWAUKEE SUB MAIN,2,3,12,3,E,1,North,2,3,,,,,,,,,,6,Cantilever FLS,Standard FLS,,,,,,,,,,Audible,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,49,Female,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,1500,4,0,0,2,No,0,0,,,,,"SIGNALS WERE ON AND CONDUCTOR WAS FLAGGING THE CROSSING.  DRIVER FAILED TO STOP.  DRIVER ARRESTED FOR OWI, OPEN INTOXICANTS, FAILURE TO STOP FOR RR SIGNALS.",0,0,3L,1,0,0,4,2,No,WSOR0807091200807
WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",2009,0901141,09,01,,,,,,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",0901141,09,01,387614F,01/14/2009,11:23 PM,01,14,11,23,PM,WAUPUN,NORTHERN,,027,DODGE,55,WISCONSIN,WAUPUN,MAIN STREET,Y,Public,E,Van,5,3,East,3,Moving over crossing,1,Train (units pulling),2,2,Rail equipment struck by highway user,2,Rail equipment,4,Neither,,,,-16,4,Dark,1,Clear,1,Freight Train,1,Main,,3,2,17,30,R,2,South,3,,,,,,,,,,,7,Standard FLS,,,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,45,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,7500,1,0,0,2,No,0,0,,,,,VAN IMPACTED SIDE OF SECOND LOCOMOTIVE OF SOUTHBOUND TRAIN,0,0,3L,1,0,0,4,2,No,WSOR0901141200901
ATK,Amtrak (National Railroad Passenger Corporation),2007,105247,07,08,,,,,,UP,Union Pacific Railroad Company,XXX,07,08,751489X,08/08/2007,4:30 PM,08,08,04,30,PM,SUISUN-FAIRFIELD,PAC,,095,SOLANO,06,CALIFORNIA,,JACK SNIPE RD,N,Private,B,Truck,0,2,South,2,Stopped on crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,70,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN,4,1,4,79,E,3,East,,,,,,,,,,,,8,,,,,,,,,,,,Stop signs,,,,,,,1,Both sides,No,No,,,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,Yes,0,0,10000,1,0,0,41,No,0,0,,,,,"TRAIN NO.#536 OPERATING WITH CAB CAR 8308 IN THE LEAD, 3 CARS AND LOCOMOTIVE E/64 IN THE REAR, STRUCK A TRUCK AT MP45.5, JACK SNIPE RD, A PRIVATE CROSSING.",0,0,1L,1,0,0,7,2,No,ATK105247200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105288,07,08,,,,,,IC,Illinois Central Railroad Company,XXX,07,08,295067W,08/13/2007,4:20 PM,08,13,04,20,PM,DU QUOIN,CEN,,077,JACKSON,17,ILLINOIS,,TR67 COAL RD,Y,Public,C,Truck-trailer,0,4,West,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,85,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN,4,1,4,65,R,1,North,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,52,Male,Unknown,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,Yes,0,0,20000,1,0,0,93,No,0,0,,,,,"TRAIN NO.#392 OPERATING WITH LOCOMOTIVE E/5 AND 4 CARS STRUCK A TRACTOR-TRAILER AT MP296.28, COAL RDCROSSING.",0,0,1L,1,0,0,6,2,No,ATK105288200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105311,07,08,,,,,,NECR,New England Central Railroad,XXX,07,08,247860F,08/15/2007,5:05 PM,08,15,05,05,PM,AMHERST,NST,,015,HAMPSHIRE,25,MASSACHUSETTS,AMHERST,BRIDGE ST.,Y,Public,A,Auto,25,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,79,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,3,2,5,60,E,1,North,,,,,,,,,,,,3,,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,19,Female,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,2000,1,0,0,94,No,0,0,,,,,TRAIN 56 ENGINE 4 AND ENGINE 156 WITH 5 CARS CLIPPED A JEEP AT BRIDGE STREET.,0,0,1L,1,0,0,1,2,No,ATK105311200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105324,07,08,,,,,,CSX,CSX Transportation,XXX,07,08,629671R,08/15/2007,11:45 PM,08,15,11,45,PM,ROCKY MOUNT,SOU,,083,HALIFAX,37,NORTH CAROLINA,ENFIELD,W. BURNETTE STREE,Y,Public,A,Auto,0,2,South,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,80,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,1,4,2,9,60,E,2,South,,,,,,,,,,,,1,,,,,,,,,,,,Gates,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,45,Male,No,4,Stopped on crossing,Yes,8,Not obstructed,3,Uninjured,No,0,0,10000,0,0,0,233,No,0,0,,,,,TRAIN 97 ENGINE 19 -84 WITH 9  CARS REPORTED STRIKING AN UN OCCUPIED VEHICLE AT A CROSSING.,0,0,1L,1,0,0,3,2,No,ATK105324200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105349,07,08,,,,,,UP,Union Pacific Railroad Company,XXX,07,08,751494U,08/17/2007,3:02 PM,08,17,03,02,PM,SUISUN-FAIRFIELD,PAC,,095,SOLANO,06,CALIFORNIA,,COUNTY ; PIERCE RD,Y,Public,B,Truck,0,1,North,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,80,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,# 2,5,1,5,38,R,4,West,1,6,,,,,,,,,,7,Gates,Audible,,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,,Male,No,4,Stopped on crossing,No,8,Not obstructed,2,Injured,Yes,0,1,30000,1,0,1,147,Yes,0,16,,,,,"TRAIN NO.#541 OPERATING WITH LOCOMOTIVE E/2001 AND 5 CARS, STRUCK A GRAVEL TRUCK AT MP40.10, PIERCEHARBOR RD CROSSING.",0,18,1L,1,0,18,7,2,No,ATK105349200708
WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",2009,0902041,09,02,,,,,,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",0902041,09,02,387621R,02/04/2009,8:26 PM,02,04,08,26,PM,WAUPUN,NORTHERN,,027,DODGE,55,WISCONSIN,WAUPUN,HWY 151,Y,Public,A,Auto,55,2,South,3,Moving over crossing,1,Train (units pulling),14,2,Rail equipment struck by highway user,2,Rail equipment,4,Neither,,,,2,4,Dark,1,Clear,1,Freight Train,1,Main,OSHKOSH SUB MT,3,2,12,31,R,3,East,2,,,,,,,,,,,7,Cantilever FLS,,,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,41,Female,No,3,Did not stop,No,8,Not obstructed,2,Injured,Yes,0,1,5000,1,0,0,2,No,0,0,,,,,"AUTOMOBILE TRAVELING SOUTHBOUND DROVE INTO LAST (12TH) CAR OF TRAIN.  THE POLICE REPORT INDICATES THE DRIVER WAS IMPAIRED, THAT ALCOHOL WAS PRESENT, AND MULTIPLE ""DRIVER FACTORS"" WERE NOTED.  MULTIPLECITATIONS ISSUED.",0,1,3L,1,0,1,4,2,No,WSOR0902041200902
ATK,Amtrak (National Railroad Passenger Corporation),2015,135893,15,01,,,,,,SCAX,Southern California Regional Rail Authority,,,,922847D,01/09/2015,1:19 PM,01,09,01,19,PM,OCEANSIDE,,ORANGE,059,ORANGE,06,CALIFORNIA,SAN CLEMENTE,DIJE CRT PED XING,Y,Public,K,Pedestrian,,2,South,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,62,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,3,2,5,38,E,4,West,1,3,4,6,,,,,,,,7,Gates,Standard FLS,Wig wags,Audible,,,,,,,,Crossbucks,4,Alleged no warning,,,A,Dry,1,Both sides,No,No,42,Female,No,8,Suicide/attempted suicide,,8,Not obstructed,,,,1,0,0,0,0,0,76,No,0,0,No,No,,,"TRAIN 777 STRUCK A PEDESTRIAN AT MP 203.95 SAN CLEMENTE BEACH TRAIL, A PEDESTRIAN CROSSING PROTECTEDBY BARRIER.   THERE WAS NO EQUIPMENT DAMAGE.",1,0,6,1,0,0,7,,,ATK135893201501
BNSF,BNSF Railway Company,2015,CA0215200,15,02,,,,,,BNSF,BNSF Railway Company,CA0215200,15,02,028390W,02/09/2015,9:53 AM,02,09,09,53,AM,SHAFTER,,BAKERSFIELD,029,KERN,06,CALIFORNIA,SHAFTER,LERDO HWY,Y,Public,K,Pedestrian,,2,South,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,68,2,Day,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,5,5,55,53,R,4,West,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,Yes,No,42,Male,No,8,Suicide/attempted suicide,,8,Not obstructed,,,,1,0,,0,0,0,2,No,0,0,Yes,No,,,,1,0,1,1,0,0,7,,,BNSFCA0215200201502
WSS,Winston-Salem Southbound Railway,2008,I2611,08,01,,,,,,WSS,Winston-Salem Southbound Railway,I2611,08,01,849900P,01/08/2008,6:30 AM,01,08,06,30,AM,NORWOOD,FLOREN,,167,STANLY,37,NORTH CAROLINA,,MATT NEAL RD RP 1914,Y,Public,A,Auto,30,3,East,3,Moving over crossing,1,Train (units pulling),35,2,Rail equipment struck by highway user,2,Rail equipment,4,Neither,,,,42,4,Dark,4,Fog,1,Freight Train,1,Main,MAIN,2,2,68,25,E,1,North,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,40,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,2500,1,0,0,3,No,0,0,,,,,,0,0,3L,1,0,0,3,2,No,WSSI2611200801
